yy,mon,title_h,title_m,title_f,title_e,detail_link,author,publisher,pub_date,price,n_reviews,reivew_link,rating,tags
2023,1,[도서],이은경쌤의 초등어휘일력 365 ,,교육부 지정 국어 문학 어휘 완전정복! ,https://www.yes24.com/Product/Goods/114853233,"['게리 켈러', '제이 파파산', '구세희']",포레스트북스,2022년 10월,"16,920",66,https://www.yes24.com/Product/Goods/114853233?ReviewYn=Y,9.9,"['#독서교육', '#초등읽기', '#문해력', '#초등어휘', '#어휘력']"
2023,1,[도서],물고기는 존재하지 않는다,,"상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",https://www.yes24.com/Product/Goods/105526047,"['게리 켈러', '제이 파파산', '구세희']",곰출판,2021년 12월,"15,300",332,https://www.yes24.com/Product/Goods/105526047?ReviewYn=Y,9.0,"['#대장금_출판사대표추천도서', '#2023경남독서한마당선정도서', '#2022내맘대로올해의책', '#올해의책', '#책나눔위원회추천도서']"
2023,1,[도서],해커스 토익 기출  VOCA 보카,,주제별 연상암기로 토익 영단어 30일 완성! 토익 최신 기출 어휘 수록 ,https://www.yes24.com/Product/Goods/67362730,"['게리 켈러', '제이 파파산', '구세희']",해커스어학연구소,2020년 03월,"11,610",265,https://www.yes24.com/Product/Goods/67362730?ReviewYn=Y,9.6,"['#분철', '#토익초보추천', '#토익보카', '#신유형반영', '#너도나도보는토익기본서']"
2023,1,[도서],그릿 (50만 부 판매 기념 리커버 골드에디션),,"IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘",https://www.yes24.com/Product/Goods/69622442,"['게리 켈러', '제이 파파산', '구세희']",비즈니스북스,2019년 02월,"16,200",104,https://www.yes24.com/Product/Goods/69622442?ReviewYn=Y,8.9,"['#월간개발자_주니어', '#월간개발자_추천도서', '#북클러버의선택', '#꾸준함의힘', '#김미경TV에소개된책']"
2023,1,[도서],5년 후 나에게 Q&A a day(2023 Sandglass Edition),,,https://www.yes24.com/Product/Goods/22793441,"['게리 켈러', '제이 파파산', '구세희']",토네이도,2022년 11월,"19,800",502,https://www.yes24.com/Product/Goods/22793441?ReviewYn=Y,9.2,"['#나를사랑하는나에게', '#다이어리북', '#미래의나에게', '#생활습관', '#관계']"
2023,1,[도서],기분이 태도가 되지 말자,,감정조절이 필요한 당신을 위한 책,https://www.yes24.com/Product/Goods/115633204,"['게리 켈러', '제이 파파산', '구세희']",하이스트,2022년 11월,"14,400",23,https://www.yes24.com/Product/Goods/115633204?ReviewYn=Y,7.6,"['#감정컨트롤', '#태도']"
2023,1,[도서],무조건 합격하는 암기의 기술 ,,26살 9개월 만에 사법시험을 패스한 이윤규 변호사의 책 한 권 통째로 씹어먹는 공부법 ,https://www.yes24.com/Product/Goods/116739826,"['게리 켈러', '제이 파파산', '구세희']",더퀘스트,2023년 01월,"16,920",62,https://www.yes24.com/Product/Goods/116739826?ReviewYn=Y,9.7,['#공부할때곁에둘책']
2023,1,[도서],서울 부동산 절대원칙,,"일자리, 인구, 교통망, 상권, 학군, 인프라, 재개발&재건축 총망라",https://www.yes24.com/Product/Goods/116766775,"['게리 켈러', '제이 파파산', '구세희']",길벗,2023년 01월,"22,500",113,https://www.yes24.com/Product/Goods/116766775?ReviewYn=Y,9.6,['#부동산투자']
2023,1,[도서],데일 카네기 인간관계론 (무삭제 완역본),,,https://www.yes24.com/Product/Goods/79297023,"['게리 켈러', '제이 파파산', '구세희']",현대지성,2019년 10월,"10,350",362,https://www.yes24.com/Product/Goods/79297023?ReviewYn=Y,9.5,"['#크레마클럽에있어요', '#북클러버의선택', '#요즘책방:책읽어드립니다', '#인생지침서', '#대화의기술']"
2023,1,[도서],부자 아빠 가난한 아빠 20주년 특별 기념판,,,https://www.yes24.com/Product/Goods/58774995,"['게리 켈러', '제이 파파산', '구세희']",민음인,2018년 02월,"15,300",248,https://www.yes24.com/Product/Goods/58774995?ReviewYn=Y,9.3,"['#이달의굿즈', '#Y2K책장소환', '#돈며들다', '#돈모으고싶을때', '#금융문맹탈출']"
2023,1,[도서],"오늘 밤, 세계에서 이 눈물이 사라진다 해도",,,https://www.yes24.com/Product/Goods/110643312,"['게리 켈러', '제이 파파산', '구세희']",모모,2022년 07월,"12,600",101,https://www.yes24.com/Product/Goods/110643312?ReviewYn=Y,9.5,"['#인스타그책', '#슬픔을노래하다', '#사랑의아픔', '#봄날엔로맨스']"
2023,1,[도서],슬램덩크 리소스-THE FIRST SLAM DUNK re:SOURCE,,,https://www.yes24.com/Product/Goods/117030338,"['게리 켈러', '제이 파파산', '구세희']",대원,2023년 02월,"18,000",114,https://www.yes24.com/Product/Goods/117030338?ReviewYn=Y,9.8,['#왼손은거들뿐']
2023,1,[도서],돈의 속성 300쇄 리커버,,,https://www.yes24.com/Product/Goods/90428162,"['게리 켈러', '제이 파파산', '구세희']",스노우폭스북스,2020년 06월,"16,020",372,https://www.yes24.com/Product/Goods/90428162?ReviewYn=Y,9.3,"['#주식투자입문', '#주식초보', '#다시보는2020', '#올해의책', '#금융문맹탈출']"
2023,1,[도서],흔한남매의 흔한 호기심 8,,,https://www.yes24.com/Product/Goods/116901029,"['게리 켈러', '제이 파파산', '구세희']",미래엔아이세움,2023년 01월,"12,600",53,https://www.yes24.com/Product/Goods/116901029?ReviewYn=Y,9.8,"['#상식채우기', '#재미있는과학', '#호기심', '#유튜버', '#학습만화']"
2023,1,[도서],2023 대한민국 산업지도,,투자자를 위한 업종별 투자 가이드,https://www.yes24.com/Product/Goods/116591321,"['게리 켈러', '제이 파파산', '구세희']",경이로움,2023년 01월,"19,800",91,https://www.yes24.com/Product/Goods/116591321?ReviewYn=Y,9.1,[]
2023,1,[도서],흔한남매 12,,,https://www.yes24.com/Product/Goods/115467467,"['게리 켈러', '제이 파파산', '구세희']",미래엔아이세움,2022년 11월,"13,050",117,https://www.yes24.com/Product/Goods/115467467?ReviewYn=Y,9.8,"['#유튜버', '#남매', '#유튜브', '#학습만화']"
2023,1,[도서],데일 카네기 자기관리론,,,https://www.yes24.com/Product/Goods/96794060,"['게리 켈러', '제이 파파산', '구세희']",현대지성,2021년 01월,"10,350",155,https://www.yes24.com/Product/Goods/96794060?ReviewYn=Y,9.7,"['#크레마클럽에있어요', '#자기관리', '#건강한자기관리']"
2023,1,[도서],"2023 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화(1,2,3급)",,"2023 시험 대비, 62~53회 수록",https://www.yes24.com/Product/Goods/116904689,"['게리 켈러', '제이 파파산', '구세희']",이투스북 ,2023년 01월,"17,550",14,https://www.yes24.com/Product/Goods/116904689?ReviewYn=Y,9.8,['#분철']
2023,1,[도서],레버리지,,자본주의 속에 숨겨진 부의 비밀,https://www.yes24.com/Product/Goods/74208134,"['게리 켈러', '제이 파파산', '구세희']",다산북스,2019년 06월,"14,400",46,https://www.yes24.com/Product/Goods/74208134?ReviewYn=Y,8.6,['#경제는흐름이야']
2023,1,[도서],파친코 2,,,https://www.yes24.com/Product/Goods/111680193,"['게리 켈러', '제이 파파산', '구세희']",인플루엔셜,2022년 08월,"14,220",108,https://www.yes24.com/Product/Goods/111680193?ReviewYn=Y,9.6,"['#빠져드는흡인력', '#월드클래스', '#추리책방', '#한국계작가', '#이민자의삶']"
2023,1,[도서],모든 것은 기본에서 시작한다,,"실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",https://www.yes24.com/Product/Goods/104086365,"['게리 켈러', '제이 파파산', '구세희']",수오서재,2021년 10월,"14,400",119,https://www.yes24.com/Product/Goods/104086365?ReviewYn=Y,9.7,"['#내맘대로올해의책', '#문학뉴스레터에소개된책', '#인생지침서', '#삶의자세']"
2023,1,[도서],2023 해커스 토익 RC 리딩(Reading) 토익 기본서 ,,토익 문법·독해·어휘 기본부터 실전까지,https://www.yes24.com/Product/Goods/116020437,"['게리 켈러', '제이 파파산', '구세희']",해커스어학연구소,2023년 01월,"16,920",28,https://www.yes24.com/Product/Goods/116020437?ReviewYn=Y,9.9,['#분철']
2023,1,[도서],사피엔스,,"유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문",https://www.yes24.com/Product/Goods/23030284,"['게리 켈러', '제이 파파산', '구세희']",김영사,2015년 11월,"24,120",487,https://www.yes24.com/Product/Goods/23030284?ReviewYn=Y,9.3,"['#인문위클리레터에소개된책', '#올해의책', '#스테디에는이유가있다', '#EBS위대한수업', '#2021서울대지원자가많이읽은책']"
2023,1,[도서],마케팅 설계자,,자동 수익을 실현하는 28가지 마케팅 과학,https://www.yes24.com/Product/Goods/116255710,"['게리 켈러', '제이 파파산', '구세희']",윌북(willbook),2022년 12월,"22,320",38,https://www.yes24.com/Product/Goods/116255710?ReviewYn=Y,9.4,"['#크레마클럽에있어요', '#마케팅전략']"
2023,1,[도서],이토록 평범한 미래,,,https://www.yes24.com/Product/Goods/113737429,"['게리 켈러', '제이 파파산', '구세희']",문학동네,2022년 10월,"12,600",85,https://www.yes24.com/Product/Goods/113737429?ReviewYn=Y,9.3,"['#문학뉴스레터에소개된책', '#2022내맘대로올해의책', '#단편집', '#삶을노래하다']"
2023,1,[도서],"2023 큰별쌤 최태성의 별별한국사 시대별 기출문제집 한국사능력검정시험 심화(1,2,3급)",,,https://www.yes24.com/Product/Goods/116257800,"['게리 켈러', '제이 파파산', '구세희']",이투스북 ,2022년 12월,"17,100",10,https://www.yes24.com/Product/Goods/116257800?ReviewYn=Y,10.0,['#분철']
2023,1,[도서],돈의 심리학,,당신은 왜 부자가 되지 못했는가,https://www.yes24.com/Product/Goods/96547408,"['게리 켈러', '제이 파파산', '구세희']",인플루엔셜,2021년 01월,"17,820",221,https://www.yes24.com/Product/Goods/96547408?ReviewYn=Y,9.4,"['#북클러버의선택', '#2021우량투자서35선', '#주식투자입문', '#돈며들다', '#주식투자']"
2023,1,[도서],파친코 1,,,https://www.yes24.com/Product/Goods/110641272,"['게리 켈러', '제이 파파산', '구세희']",인플루엔셜,2022년 07월,"14,220",181,https://www.yes24.com/Product/Goods/110641272?ReviewYn=Y,9.6,"['#올해의책', '#가을에어울리는책', '#빠져드는흡인력', '#월드클래스', '#추리책방']"
2023,1,[만화],체인소 맨 12 ,,,https://www.yes24.com/Product/Goods/117008738,"['게리 켈러', '제이 파파산', '구세희']",학산문화사,2023년 01월,"5,400",52,https://www.yes24.com/Product/Goods/117008738?ReviewYn=Y,10.0,[]
2023,1,[도서],마흔에 읽는 니체 (10만부 리커버 에디션),,지금 이 순간을 살기 위한 철학 수업,https://www.yes24.com/Product/Goods/112074056,"['게리 켈러', '제이 파파산', '구세희']",유노북스,2022년 09월,"14,400",47,https://www.yes24.com/Product/Goods/112074056?ReviewYn=Y,9.2,"['#크레마클럽에있어요', '#나이인문학', '#철학자의인생론', '#재미있는철학', '#서양철학']"
2023,1,[도서],부는 어디서 오는가,,100년 동안 단 1%만 알았던 부와 성공의 법칙 ,https://www.yes24.com/Product/Goods/116196061,"['게리 켈러', '제이 파파산', '구세희']",포레스트북스,2022년 12월,"13,500",49,https://www.yes24.com/Product/Goods/116196061?ReviewYn=Y,9.4,"['#크레마클럽에있어요', '#성공의공식', '#성공신화', '#성공학']"
2023,1,[도서],안젤리크 ,,,https://www.yes24.com/Product/Goods/116208935,"['게리 켈러', '제이 파파산', '구세희']",밝은세상,2022년 12월,"15,120",60,https://www.yes24.com/Product/Goods/116208935?ReviewYn=Y,9.3,"['#크레마클럽에있어요', '#추리/미스터리/스릴러', '#서스펜스']"
2023,1,[도서],당신도 느리게 나이 들 수 있습니다,,나이가 들어도 몸의 시간은 젊게,https://www.yes24.com/Product/Goods/116413548,"['게리 켈러', '제이 파파산', '구세희']",더퀘스트,2023년 01월,"16,020",100,https://www.yes24.com/Product/Goods/116413548?ReviewYn=Y,9.6,"['#책읽아웃', '#의사가알려주는건강법', '#수면건강', '#정신건강', '#뇌과학심리학활용']"
2023,1,[도서],마법천자문 56,,보통과 아주 다르다! 특별 特別,https://www.yes24.com/Product/Goods/116579420,"['게리 켈러', '제이 파파산', '구세희']",아울북,2022년 12월,"12,600",16,https://www.yes24.com/Product/Goods/116579420?ReviewYn=Y,9.8,"['#한자공부', '#학습만화', '#초등한자']"
2023,1,[도서],클루지,,생각의 역사를 뒤집는 기막힌 발견,https://www.yes24.com/Product/Goods/3142428,"['게리 켈러', '제이 파파산', '구세희']",갤리온,2008년 11월,"12,420",94,https://www.yes24.com/Product/Goods/3142428?ReviewYn=Y,8.3,"['#실용심리학', '#인간심리', '#유튜브셀러']"
